time	temp
37.7	21
37.72	21
37.742	21
37.764	21
37.794	21
37.814	21
37.835	21
37.857	21
37.877	21
37.898	21
37.919	21
37.941	21
37.962	21
37.982	21
38.009	21
38.03	21
38.05	21
38.071	21
38.092	21
38.113	21
38.134	21
38.155	21
38.175	21
38.201	21
38.221	21
38.243	21
38.264	21
38.286	21
38.307	21
38.329	21
38.349	21
38.369	21
38.396	21
38.417	21
38.438	21
38.458	21
38.479	21
38.5	21
38.52	21
38.54	21
38.567	21
38.602	21
38.623	21
38.644	21
38.665	21
38.685	21
38.707	21
38.731	21
38.752	21
38.773	21
38.8	21
38.821	21
38.842	21
38.862	21
38.883	21
38.903	21
38.925	21
38.946	21
38.967	21
38.988	21
39.015	21
39.036	21
39.057	21
39.078	21
39.099	21
39.119	21
39.14	21
39.161	21
39.182	21
39.208	21
39.229	21
39.249	21
39.271	21
39.291	21
39.312	21
39.333	21
39.354	21
39.374	21
39.4	21
39.421	21
39.443	21
39.464	21
39.485	21
39.505	21
39.529	21
39.55	21
39.575	21
39.601	21
39.622	21
39.643	21
39.663	21
39.684	21
39.705	21
39.726	21
39.746	21
39.767	21
39.794	21
39.815	21
39.835	21
39.856	21
39.877	21
39.898	21
39.918	21
39.939	21
39.961	21
39.99	21
40.011	21
40.032	22
40.053	21
40.075	21
40.095	21
40.115	21
40.136	21
